Clone,Replicate,Float/Sink,Epp/Hatch,Plate,Well,ID,SampleWeek,HatchDate,Vernalized,Dead,Sterile,?,AllMale,MalesObs,EppObserved,FullEppObserve,Reproduced,Notes,1WeekCheckDate,1WeekAlive,2WeekCheckDate,2WeekAlive,3WeekCheckDate,3WeekAlive,4WeekCheckDate,4WeekAlive,5WeekCheckDate,5WeekAlive
D8222,R1,Float,Epp,5/29/19D,B8,P179_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,E1,P208_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,E10,P217_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,F5,P224_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,F12,P231_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,G3,P234_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,G12,P243_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,G12,P243_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,N,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,A4,P163_B,7,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,N,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Float,Epp,5/29/19D,A5,P164_A,7,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,N,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Float,Epp,5/29/19D,A11,P170_A,7,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,N,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Float,Epp,5/29/19D,C10,P193_A,7,7/1/2019,0,1,,,,,,,,,7/8/2019,N,7/15/2019,,7/22/2019,,7/29/2019,,8/5/2019,
D8222,R1,Float,Epp,5/29/19D,F1,P220_A,7,7/1/2019,0,1,,,,,,,,,7/8/2019,N,7/15/2019,,7/22/2019,,7/29/2019,,8/5/2019,
D8222,R1,Float,Epp,5/29/19D,A12,P171_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,B8,P179_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,B12,P183_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,C7,P190_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,D2,P197_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,D4,P199_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,D11,P206_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,E2,P209_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,E10,P217_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,G2,P233_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,A2,P161_A,7,8/9/2019,1,1,,,,,,,,,8/16/2019,N,8/23/2019,,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Float,Epp,5/29/19D,G9,P240_A,7,8/9/2019,1,1,,1,,,,,,,8/16/2019,missing,8/23/2019,,8/30/2019,missing,9/6/2019,missing,9/13/2019,missing
D8222,R1,Float,Epp,5/29/19D,D8,P203_A,7,8/9/2019,1,,,,,1,1,,1,,8/15/2019,missing,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,A1,P160_B,7,6/21/2019,0,,,,,1,1,1,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,R,7/19/2019,R,7/26/2019,R
D8222,R1,Float,Epp,5/29/19D,G11,P242_A,7,6/21/2019,0,,,,,1,1,,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,R,7/19/2019,R,7/26/2019,R
D8222,R1,Float,Epp,5/29/19D,A6,P165_A,7,6/25/2019,0,,,,,1,1,,1,in Backup 37,7/2/2019,Y,7/9/2019,Y,7/16/2019,R,7/23/2019,R,7/30/2019,R
D8222,R1,Float,Epp,5/29/19D,F2,P221_A,7,6/25/2019,0,,,,,1,1,1,1,in Backup 37,7/2/2019,Y,7/9/2019,Y,7/16/2019,R,7/23/2019,R,7/30/2019,R
D8222,R1,Float,Epp,5/29/19D,E9,P216_A,7,7/1/2019,0,,,,,1,1,,1,,7/8/2019,Y,7/15/2019,Y,7/22/2019,R,7/29/2019,R,8/5/2019,R
D8222,R1,Float,Epp,5/29/19D,A4,P163_A,7,8/6/2019,1,,,,1,1,1,1,1,"jar dead, all male",8/13/2019,Y,8/20/2019,Y,8/27/2019,R,9/3/2019,R,9/10/2019,R
D8222,R1,Float,Epp,5/29/19D,B4,P175_A,7,8/6/2019,1,,,,,,1,,1,,8/13/2019,Y,8/20/2019,Y,8/27/2019,R,9/3/2019,R,9/10/2019,R
D8222,R1,Float,Epp,5/29/19D,B2,P173_A,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,B4,P175_B,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,B6,P177_B,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,B11,P182_A,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,B11,P182_B,7,8/9/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,D11,P206_A,7,8/9/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,E6,P213_B,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,F8,P227_A,7,8/9/2019,1,,,,,1,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,F12,P231_A,7,8/9/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,F12,P231_C,7,8/9/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,G10,P241_A,7,8/9/2019,1,,,,,1,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Sink,Epp,5/29/19D,H9,P253_A,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,D5,P208_B,7,6/3/2019,0,,,,,,,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R ,7/1/2019,R,7/8/2019,R
D8222,R1,Float,Epp,5/29/19D,F4,P223_A,7,6/3/2019,0,,,,,1,,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R ,7/1/2019,R,7/8/2019,R
D8222,R1,Float,Epp,5/29/19D,H1,P245_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R ,7/1/2019,R,7/8/2019,R
D8222,R1,Float,Epp,5/29/19D,B7,P178_A,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,missing,8/22/2019,Y,8/29/2019,Y,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,H1,P245_B,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
D8222,R1,Float,Epp,5/29/19D,A8,P167_A,7,6/19/2019,0,,,,,1,1,1,1,,6/26/2019,Y,7/3/2019,Y,7/10/2019,Y,7/17/2019,R,7/24/2019,R
D8222,R1,Float,Epp,5/29/19D,C10,P193_B,7,7/1/2019,0,,,,,1,1,,1,,7/8/2019,Y,7/15/2019,Y,7/22/2019,Y,7/29/2019,R,8/5/2019,R
D8222,R1,Float,Epp,5/29/19D,D9,P204_A,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,G6,P237_A,7,8/9/2019,1,,,,,1,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,R
D8222,R1,Float,Epp,5/29/19D,E5,P212_A,7,8/9/2019,1,,1,,,,,,,,8/15/2019,missing,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,Y
D8222,R1,Float,Epp,5/29/19D,D5,P208_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
D8222,R1,Float,Epp,5/29/19D,G4,P235_B,7,6/25/2019,0,,1,,,,,,,Sterile,7/2/2019,Y,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y
D8222,R1,Float,Epp,5/29/19D,B12,P183_A,7,8/6/2019,1,,1,,,,,,,,8/13/2019,Y,8/20/2019,Y,8/27/2019,Y,9/3/2019,Y,9/10/2019,Y
D8222,R1,Float,Epp,5/29/19D,C11,P194_A,7,8/9/2019,1,,1,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,Y
D8222,R1,Float,Epp,5/29/19D,E2,P209_A,7,8/9/2019,1,,1,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,Y
D8222,R1,Float,Epp,5/29/19D,E8,P215_A,7,8/9/2019,1,,1,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,Y
D8222,R1,Sink,Epp,5/29/19E,G6,P334_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,N,6/17/2019,N,6/24/2019,N,7/1/2019,N,7/8/2019,N
D8222,R1,Sink,Epp,5/29/19E,G1,P329_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,N,6/24/2019,N,7/1/2019,N,7/8/2019,N
D8222,R1,Sink,Epp,5/29/19E,H1,P341_A,7,6/3/2019,0,1,,,,,,,1,not in reproduce,6/10/2019,Y,6/17/2019,Y,6/24/2019,R (mom dead),7/1/2019,R,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,G1,P329_B,7,6/3/2019,0,,,,,1,1,,1,"jar dead, only males left",6/10/2019,Y,6/17/2019,Y,6/24/2019,R,7/1/2019,R,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,C5,P285_A,7,6/25/2019,0,,,,,,,,1,,7/2/2019,Y,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R
D8222,R1,Sink,Epp,5/29/19E,E1,P305_B,7,8/7/2019,1,1,,,,,,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R (mom dead),9/4/2019,N,9/11/2019,
D8222,R1,Sink,Epp,5/29/19E,H5,P345_A,7,8/7/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,N,9/12/2019,
D8222,R1,Sink,Epp,5/29/19E,E10,P314_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,missing,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19E,A1,P257_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
D8222,R1,SInk,Epp,5/29/19E,A10,P266_B,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19E,E1,P305_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19E,E11,P315_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19E,G6,P334_A,7,8/7/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Sink,Epp,5/29/19E,F11,P327_A,7,6/25/2019,0,1,,,,,,,,,7/2/2019,Y,7/9/2019,N,7/16/2019,,7/23/2019,,7/30/2019,
D8222,R1,Sink,Epp,5/29/19E,D5,P297_B,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19E,F11,P327_B,7,8/7/2019,1,1,,,,,,,,,8/14/2019,N,8/21/2019,,8/28/2019,,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19E,D11,P303_B,7,8/9/2019,1,1,,,,,,,,,8/16/2019,N,8/23/2019,,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Sink,Epp,5/29/19E,E10,P314_B,7,8/9/2019,1,1,,,,,,,,,8/16/2019,N,8/23/2019,,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Sink,Epp,5/29/19E,F7,P323_B,7,8/9/2019,1,1,,,,,,,,,8/16/2019,N,8/23/2019,,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Sink,Epp,5/29/19E,H6,P346_A,7,8/7/2019,1,1,,1,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,missing,9/5/2019,missing,9/12/2019,missing
D8222,R1,Sink,Epp,5/29/19E,H1,P341_B,7,6/3/2019,0,,,,,1,1,,1,,6/10/2019,Y,6/17/2019,R,6/24/2019,R,7/1/2019,R,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,B3,P271_A,7,6/3/2019,0,,,,,1,1,1,1,"3 2-egg epp observed in backup, 7/25",6/10/2019,Y,6/17/2019,Y,6/24/2019,R,7/1/2019,R,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,G12,P340_A,7,6/19/2019,0,,,,,,1,,1,,6/26/2019,Y,7/3/2019,Y,7/10/2019,R,7/17/2019,R,7/24/2019,R
D8222,R1,Sink,Epp,5/29/19E,D11,P303_A,7,8/7/2019,1,,,,,,,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
D8222,R1,Sink,Epp,5/29/19E,H5,P345_B,7,8/7/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Sink,Epp,5/29/19E,F7,P323_A,7,8/7/2019,1,1,,,,,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R (mom dead),9/4/2019,R,9/11/2019,R
D8222,R1,Sink,Epp,5/29/19E,H9,P337_A,7,8/9/2019,1,1,,,,1,1,,1,,8/16/2019,Y,8/23/2019,Y,8/30/2019,R (mom dead),9/6/2019,R,9/13/2019,R
D8222,R1,Sink,Epp,5/29/19E,C3,P283_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,A10,P266_A,7,6/21/2019,0,,,,,1,1,,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,R,7/19/2019,Y,7/26/2019,R
D8222,R1,Sink,Epp,5/29/19E,B9,P277_A,7,6/3/2019,0,,,,,,,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,G3,P331_A,7,6/3/2019,0,,,,,,1,,1,"1 empty, 1 1-egg, 1 2-egg epp in backups, 3 empty in backups",6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,G5,P333_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,G4,P332_A,7,6/3/2019,0,1,,,,,,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R (mom dead),7/8/2019,R
D8222,R1,Sink,Epp,5/29/19E,D5,P297_A,7,8/7/2019,1,1,,,,,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R (mom dead),9/4/2019,R,9/11/2019,Y
D8222,R1,Sink,Epp,5/29/19E,E4,P308_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
D8222,R1,Sink,Epp,5/29/19E,E5,P309_A,7,6/3/2019,0,,1,,,,,,,looks obtusa like,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
D8222,R1,Sink,Epp,5/29/19E,E9,P313_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
D8222,R1,Sink,Epp,5/29/19E,F5,P321_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
D8222,R1,Sink,Epp,5/29/19E,H8,P348_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
D8222,R1,Sink,Epp,5/29/19E,G11,P339_A,7,6/21/2019,0,,1,,,,,,,Sterile,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,Y,7/26/2019,Y
D8222,R1,Sink,Epp,5/29/19E,C6,P286_A,7,8/7/2019,1,,1,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,Y,9/11/2019,Y
D8222,R1,Sink,Epp,5/29/19E,E11,P315_B,7,8/7/2019,1,,1,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,Y,9/11/2019,Y
D8222,R1,Sink,Epp,5/29/19E,H1,P341_C,7,8/7/2019,1,,1,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,Y
D8222,R1,Sink,Epp,5/29/19F,A3,P355_C,7,6/4/2019,0,1,,,,,,,,,6/11/2019,N,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
D8222,R1,Sink,Epp,5/29/19F,D11,P399_A,7,6/4/2019,0,1,,,,,,,,,6/11/2019,N,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
D8222,R1,Sink,Epp,5/29/19F,A9,P361_A,7,6/4/2019,0,1,,,,,,,,,6/11/2019,Y,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
D8222,R1,Sink,Epp,5/29/19F,D2,P390_A,7,6/4/2019,0,1,,,,,,,,,6/11/2019,Y,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
D8222,R1,Sink,Epp,5/29/19F,H12,P448_A,7,6/4/2019,0,1,,,,,,,,,6/11/2019,Y,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
D8222,R1,Sink,Epp,5/29/19F,C6,P382_A,7,8/7/2019,1,,,,,,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
D8222,R1,Sink,Epp,5/29/19F,C5,P381_A,7,6/4/2019,0,,,,,1,,,1,1 1-egg epp in backups,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R
D8222,R1,Sink,Epp,5/29/19F,D7,P395_A,7,6/4/2019,0,,,,,1,,,1,,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R
D8222,R1,Sink,Epp,5/29/19F,A4,P356_A,7,6/4/2019,0,,,,,,,,1,,6/11/2019,,6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R
D8222,R1,Sink,Epp,5/29/19F,C8,P384_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19F,A3,P355_D,7,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,Y,8/30/2019,N,9/6/2019,,9/13/2019,
D8222,R1,Sink,Epp,5/29/19F,H2,P438_A,7,6/26/2019,0,1,,,,,,,,,7/3/2019,Y,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,
D8222,R1,Sink,Epp,5/29/19F,A8,P360_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19F,B10,P374_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19F,H1,P437_A,7,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,N,8/30/2019,,9/6/2019,,9/13/2019,
D8515,R1,Sink,Epp,5/29/19F,A12,P215_A,7,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,N,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Sink,Epp,5/29/19F,E1,P401_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,N,8/21/2019,,8/28/2019,,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19F,G1,P425_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,N,8/21/2019,,8/28/2019,,9/4/2019,,9/11/2019,
D8222,R1,Sink,Epp,5/29/19F,D3,P391_A,7,8/9/2019,1,1,,,,,,,,,8/16/2019,N,8/23/2019,,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Sink,Epp,5/29/19F,F10,P422_A,7,8/9/2019,1,1,,,,,,,,,8/16/2019,N,8/23/2019,,8/30/2019,,9/6/2019,,9/13/2019,
D8222,R1,Sink,Epp,5/29/19F,C2,P378_A,7,6/4/2019,0,1,1,,,,,,,,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y str,7/9/2019,N
D8222,R1,Sink,Epp,5/29/19F,A3,P355_A,7,6/4/2019,0,,,,,1,1,,1,,6/11/2019,Y,6/18/2019,Y,6/25/2019,R,7/2/2019,R,7/9/2019,R
D8222,R1,Sink,Epp,5/29/19F,A3,P355_B,7,6/4/2019,0,,,,,1,1,,1,,6/11/2019,Y,6/18/2019,Y,6/25/2019,R,7/2/2019,R,7/9/2019,R
D8222,R1,Sink,Epp,5/29/19F,D9,P397_A,7,6/4/2019,0,,,,,1,1,1,1,,6/11/2019,Y,6/18/2019,Y,6/25/2019,R,7/2/2019,R,7/9/2019,R
D8222,R1,Sink,Epp,5/29/19F,C11,P387_B,7,6/21/2019,0,,,,,1,1,1,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,R,7/19/2019,R,7/26/2019,R
D8222,R1,Sink,Epp,5/29/19F,C4,P380_A,7,6/24/2019,0,,,,,1,1,1,1,,7/1/2019,Y,7/8/2019,Y,7/15/2019,R,7/22/2019,R,7/29/2019,R
D8222,R1,Sink,Epp,5/29/19F,B1,P365_A,7,8/7/2019,1,,,,,1,1,1,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
D8222,R1,Sink,Epp,5/29/19F,B2,P366_A,7,8/7/2019,1,,,,,1,,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
D8222,R1,Sink,Epp,5/29/19F,C2,P378_B,7,8/7/2019,1,,,,,1,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,R,9/11/2019,R
D8222,R1,Sink,Epp,5/29/19F,H6,P442_A,7,8/7/2019,1,,,,,1,,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,R,9/11/2019,R
D8222,R1,Sink,Epp,5/29/19F,H11,P447_A,7,6/26/2019,0,,,,,1,1,1,1,,7/3/2019,Y,7/10/2019,Y,7/17/2019,missing,7/24/2019,R,7/31/2019,R
D8222,R1,Sink,Epp,5/29/19F,F9,P421_A,7,6/4/2019,0,,,,,1,1,,1,,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,R
D8222,R1,Sink,Epp,5/29/19F,B6,P370_A,7,6/4/2019,0,,1,,,,,,,,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,Y
D8222,R1,Sink,Epp,5/29/19F,C11,P387_A,7,6/21/2019,0,,1,,,,,,,Sterile,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,Y,7/26/2019,Y
D8222,R1,Sink,Epp,5/29/19F,C9,P385_A,7,6/24/2019,0,,1,,,,,,,Sterile,7/1/2019,Y,7/8/2019,Y,7/15/2019,Y,7/22/2019,Y,7/29/2019,Y
D8222,R1,Sink,Epp,5/29/19F,D11,P399_B,7,8/7/2019,1,,1,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,Y,9/11/2019,Y
